ID;CLIENTES POTENC;SUCURSAL;PRODUCTOS;ARTICULOS VISIBLES;ACCESO;PUERTAS;SEGMENTO
15457;4;24;105;208;NO;5;B
15458;1;10;37;70;NO;0;C
15459;1;14;38;30;NO;2;C
15460;2;24;100;109;NO;6;B
15461;3;20;76;169;NO;2;B
15462;1;20;37;44;NO;0;C
15463;2;13;39;79;NO;2;C
15464;2;13;46;77;NO;2;C
15465;1;5;20;45;NO;0;C
15466;2;24;101;106;NO;3;B
15467;1;19;53;42;NO;0;C
15468;2;13;32;30;NO;0;C
15469;1;11;34;26;NO;0;C
15470;2;8;29;21;NO;0;C
15471;3;19;81;117;NO;2;C
15472;1;11;27;23;NO;1;C
15473;2;14;47;39;NO;2;C
15474;3;15;52;43;NO;0;C
15475;1;8;13;12;NO;0;C
15476;2;12;53;64;NO;1;C
15477;1;12;41;33;NO;1;C
15478;1;6;16;11;NO;0;C
15479;2;19;55;43;NO;1;C
15480;1;8;17;14;NO;0;C
15481;2;17;92;137;NO;5;B
15482;1;8;33;34;NO;2;C
15483;2;7;17;12;NO;1;C
15484;1;2;2;0;NO;0;C
15485;1;17;41;27;NO;0;C
15486;3;29;136;154;NO;3;B
15487;1;15;50;57;NO;0;C
15488;1;23;94;162;NO;3;C
15489;1;15;91;151;NO;2;C
15490;1;18;73;79;NO;3;C
15491;3;7;20;16;NO;1;C
15492;1;4;13;41;NO;1;C
15493;2;21;71;169;NO;4;B
15494;2;11;40;80;NO;2;C
15495;1;10;32;59;NO;1;C
15496;4;26;87;144;NO;3;B
15497;1;8;23;26;NO;1;C
15498;2;27;131;226;NO;4;A
15499;1;14;54;82;NO;2;C
15500;2;21;69;107;NO;1;C
15501;1;12;54;83;NO;2;C
15502;3;25;145;202;NO;3;B
15503;2;31;132;216;NO;4;A
15504;1;9;47;101;NO;3;C
15505;1;14;52;100;NO;2;C
15506;1;14;41;38;NO;0;C
15507;2;15;69;61;NO;3;C
15508;2;20;56;51;NO;2;C
15509;2;16;57;71;NO;2;C
15510;2;16;54;55;NO;1;C
15511;4;19;71;100;NO;9;B
15512;1;11;28;21;NO;0;C
15513;2;9;28;19;NO;1;C
15514;2;14;52;45;NO;2;C
15515;1;9;29;22;NO;1;C
15516;1;9;23;30;NO;1;C
15517;3;23;96;114;NO;3;B
15518;1;17;62;81;NO;0;C
15519;1;15;48;64;NO;3;C
15520;2;20;60;56;NO;0;C
15521;1;19;87;133;NO;2;C
15522;2;3;7;6;NO;1;C
15523;2;9;33;58;NO;1;C
15524;5;21;139;181;NO;4;B
15525;3;29;167;180;NO;2;B
15526;1;15;77;105;NO;2;C
15527;1;8;24;22;NO;1;C
15528;2;20;105;155;NO;3;B
15529;3;21;112;189;NO;3;B
15530;1;5;11;12;NO;0;C
15531;2;14;46;76;NO;1;C
15532;2;26;112;182;NO;3;A
15533;2;11;52;102;NO;2;C
15534;3;8;28;54;NO;3;C
15535;2;29;134;196;NO;3;A
15536;3;23;86;196;NO;5;B
15537;3;20;87;149;NO;3;B
15538;1;11;34;57;NO;2;C
15539;1;16;69;125;NO;2;C
15540;3;15;70;112;NO;2;C
15541;1;11;38;39;NO;2;C
15542;1;5;10;5;NO;0;C
15543;1;10;34;82;NO;1;C
15544;2;9;20;11;NO;1;C
15545;2;6;19;30;NO;2;C
15546;2;5;15;20;NO;1;C
15547;2;8;31;42;NO;2;C
15548;2;6;20;22;NO;0;C
15549;2;5;20;19;NO;1;C
15550;1;12;53;97;NO;2;C
15551;3;15;86;133;NO;4;B
15552;2;17;55;92;NO;4;C
15553;2;8;30;24;NO;3;C
15554;2;18;63;63;NO;3;C
15555;1;12;33;18;NO;0;C
15556;1;16;51;48;NO;2;C
15557;3;21;81;68;NO;4;C
15558;2;14;48;36;NO;2;C
15559;2;9;22;14;NO;0;C
15560;2;13;52;54;NO;1;C
15561;1;9;24;43;NO;1;C
15562;2;11;43;62;NO;3;C
15563;3;11;38;36;NO;2;C
15564;1;7;14;40;NO;0;C
15565;3;20;98;89;NO;4;B
15566;1;10;30;18;NO;1;C
15567;2;12;34;26;NO;1;C
15568;1;4;11;26;NO;0;C
15569;3;19;98;167;NO;3;B
15570;2;27;122;129;NO;4;A
15571;2;16;96;182;NO;6;B
15572;1;20;64;53;NO;2;C
15573;2;15;39;23;NO;0;C
15574;2;26;111;116;NO;2;A
15575;1;18;70;49;NO;0;C
15576;2;9;27;30;NO;0;C
15577;3;14;40;69;NO;2;C
15578;1;20;62;55;NO;0;C
15579;1;9;17;8;NO;0;C
15580;2;11;57;93;NO;1;C
15581;4;20;71;121;NO;3;B
15582;1;10;35;54;NO;0;C
15583;2;28;105;234;NO;3;B
15584;2;26;141;206;NO;2;A
15585;2;19;60;58;NO;4;C
15586;1;19;67;84;NO;1;C
15587;2;6;17;17;NO;1;C
15588;2;29;160;247;NO;6;A
15589;2;15;59;61;NO;2;C
15590;2;9;41;81;NO;4;C
15591;1;10;36;53;NO;1;C
15592;1;12;63;104;NO;1;C
15593;2;22;79;128;NO;2;B
15594;1;6;19;26;NO;2;C
15595;3;18;50;35;NO;2;C
15596;1;10;30;26;NO;1;C
15597;1;9;20;29;NO;0;C
15598;1;7;12;41;NO;1;C
15599;1;14;52;95;NO;2;C
15600;3;20;102;116;NO;1;B
15601;3;24;88;113;NO;1;C
15602;1;18;66;105;NO;3;C
15603;2;12;28;18;NO;1;C
15604;2;20;85;157;NO;3;B
15605;3;19;71;122;NO;4;C
15606;3;14;42;87;NO;2;C
15607;1;9;32;52;NO;1;C
15608;1;12;43;64;NO;0;C
15609;2;16;75;103;NO;1;C
15610;2;7;13;28;NO;0;C
15611;3;19;106;220;NO;4;B
15612;2;15;79;165;NO;3;B
15613;4;11;39;68;NO;2;B
15614;1;15;50;68;NO;0;C
15615;1;15;48;69;NO;0;C
15616;2;15;69;111;NO;3;C
15617;1;16;59;91;NO;2;C
15618;2;10;29;47;NO;0;C
15619;4;27;156;219;NO;2;B
15620;2;12;48;72;NO;2;C
15621;1;9;27;28;NO;1;C
15622;2;21;95;160;NO;5;B
15623;1;16;67;70;NO;1;C
15624;2;29;133;134;NO;2;A
15625;4;15;78;93;NO;4;B
15626;3;15;53;63;NO;2;C
15627;1;10;28;34;NO;1;C
15628;3;17;78;105;NO;2;C
15629;1;4;9;19;NO;0;C
15630;3;24;78;62;NO;2;C
15631;2;6;22;17;NO;1;C
15632;1;14;42;44;NO;2;C
15633;1;12;35;22;NO;1;C
15634;3;23;108;248;NO;8;B
15635;2;17;41;48;NO;3;C
15636;2;5;12;3;NO;0;C
15637;1;12;36;29;NO;0;C
15638;1;18;54;42;NO;0;C
15639;4;39;175;182;NO;6;B
15640;2;36;126;249;NO;5;A
15641;2;15;51;67;NO;2;C
15642;3;18;72;68;NO;4;C
15643;2;10;46;69;NO;2;C
15644;1;12;41;83;NO;3;C
15645;3;18;53;43;NO;0;C
15646;2;11;71;109;NO;2;C
15647;1;15;44;52;NO;0;C
15648;2;15;58;58;NO;3;C
15649;2;15;76;131;NO;4;B
15650;2;15;44;31;NO;3;C
15651;2;17;99;189;NO;3;B
15652;1;16;54;78;NO;0;C
15653;2;19;87;147;NO;3;B
15654;3;19;58;68;NO;3;C
15655;1;12;34;60;NO;1;C
15656;1;12;39;24;NO;0;C
15657;4;25;110;163;NO;4;B
15658;1;27;103;268;NO;0;C
15659;2;9;29;19;NO;0;C
15660;2;25;80;65;NO;1;C
15661;2;15;58;57;NO;2;C
15662;2;16;42;43;NO;3;C
15663;2;5;15;12;NO;0;C
15664;1;2;4;6;NO;0;C
15665;4;22;100;90;NO;2;B
15666;1;20;70;56;NO;1;C
15667;3;10;28;20;NO;2;C
15668;2;12;27;23;NO;1;C
15669;2;19;108;138;NO;3;B
15670;1;11;46;48;NO;1;C
15671;1;16;69;120;NO;3;C
15672;2;21;85;137;NO;1;B
15673;2;10;46;58;NO;1;C
15674;1;16;59;87;NO;2;C
15675;4;20;106;193;NO;2;B
15676;2;19;67;52;NO;0;C
15677;1;6;21;12;NO;0;C
15678;1;6;14;16;NO;0;C
15679;2;14;77;108;NO;3;C
15680;2;24;151;227;NO;4;A
15681;4;21;86;177;NO;5;B
15682;1;15;63;82;NO;0;C
15683;2;11;45;75;NO;2;C
15684;1;3;4;3;NO;0;C
15685;3;15;73;89;NO;4;C
15686;1;14;20;10;NO;0;C
15687;2;19;81;109;NO;2;C
15688;1;6;17;20;NO;1;C
15689;2;14;46;38;NO;1;C
15690;1;14;37;29;NO;1;C
15691;3;8;46;62;NO;1;C
15692;1;22;88;160;NO;3;C
15693;3;17;55;69;NO;2;C
15694;1;14;39;47;NO;1;C
15695;2;8;24;29;NO;1;C
15696;2;15;65;107;NO;3;C
15697;3;18;67;111;NO;2;C
15698;1;3;10;6;NO;0;C
15699;2;13;50;39;NO;1;C
15700;2;11;22;18;NO;2;C
15701;3;14;67;90;NO;3;C
15702;2;12;49;77;NO;1;C
15703;5;33;141;253;NO;6;B
15704;2;12;32;33;NO;1;C
15705;2;9;30;57;NO;3;C
15706;3;18;86;185;NO;2;B
15707;1;8;26;42;NO;1;C
15708;3;19;122;208;NO;5;B
15709;1;14;44;68;NO;1;C
15710;1;11;28;43;NO;0;C
15711;1;20;92;127;NO;2;C
15712;4;28;123;196;NO;4;B
15713;1;15;64;116;NO;3;C
15714;2;11;48;50;NO;1;C
15715;1;7;23;34;NO;1;C
15716;1;11;33;23;NO;0;C
15717;3;38;234;475;NO;6;A
15718;1;10;30;43;NO;0;C
15719;2;13;51;67;NO;0;C
15720;2;14;58;92;NO;1;C
15721;1;10;35;53;NO;1;C
15722;3;13;47;61;NO;3;C
15723;2;12;31;28;NO;0;C
15724;2;15;71;73;NO;2;C
15725;2;27;98;104;NO;2;B
15726;2;16;56;35;NO;2;C
15727;1;13;33;25;NO;1;C
15728;1;6;16;38;NO;2;C
15729;2;17;74;125;NO;4;B
15730;1;12;42;39;NO;3;C
15731;1;21;70;88;NO;2;C
15732;2;23;90;128;NO;3;B
15733;1;9;28;44;NO;0;C
15734;1;11;47;124;NO;0;C
15735;3;11;46;76;NO;2;C
15736;2;9;30;29;NO;1;C
15737;2;13;83;123;NO;4;C
15738;2;15;73;117;NO;2;C
15739;3;15;50;111;NO;2;C
15740;1;14;51;71;NO;3;C
15741;2;7;19;15;NO;4;C
15742;2;14;52;73;NO;3;C
15743;4;14;84;149;NO;3;B
15744;1;14;41;31;NO;0;C
15745;1;18;55;52;NO;1;C
15746;2;2;6;6;NO;0;C
15747;2;16;53;50;NO;3;C
15748;1;12;48;67;NO;2;C
15749;2;9;35;57;NO;5;C
15750;2;13;45;71;NO;3;C
15751;4;21;115;259;NO;1;B
15752;2;14;72;108;NO;3;C
15753;1;8;26;41;NO;0;C
15754;3;8;25;18;NO;1;C
15755;1;7;21;22;NO;0;C
15756;2;9;24;24;NO;1;C
15757;1;12;32;23;NO;0;C
15758;2;25;98;89;NO;2;B
15759;2;17;68;58;NO;1;C
15760;2;16;63;128;NO;2;B
15761;2;12;30;33;NO;2;C
15762;1;7;19;23;NO;1;C
15763;2;14;49;72;NO;3;C
15764;2;9;38;55;NO;1;C
15765;2;11;47;62;NO;1;C
15766;2;15;64;69;NO;2;C
15767;1;10;27;27;NO;0;C
15768;3;17;73;136;NO;3;B
15769;2;10;47;55;NO;1;C
15770;2;30;91;67;NO;2;B
15771;4;14;72;67;NO;1;B
15772;1;11;36;32;NO;2;C
15773;3;29;142;277;NO;5;B
15774;1;15;70;124;NO;2;C
15775;1;12;45;68;NO;2;C
15776;2;1;5;4;NO;0;C
15777;1;20;72;106;NO;2;C
15778;2;28;122;130;NO;2;A
15779;2;21;64;60;NO;1;C
15780;2;19;84;132;NO;3;B
15781;1;12;33;68;NO;1;C
15782;1;10;51;92;NO;3;C
15783;1;8;21;31;NO;1;C
15784;5;25;124;134;NO;5;B
15785;1;9;38;48;NO;0;C
15786;2;17;72;117;NO;2;C
15787;3;6;21;27;NO;2;C
15788;1;23;68;54;NO;2;C
15789;1;15;60;70;NO;3;C
15790;2;13;63;66;NO;1;C
15791;1;14;78;145;NO;3;C
15792;2;13;54;82;NO;2;C
15793;1;7;17;11;NO;1;C
15794;1;12;49;77;NO;1;C
15795;1;8;25;36;NO;1;C
15796;1;4;19;17;NO;1;C
15797;2;1;2;6;NO;0;C
15798;1;7;41;49;NO;2;C
15799;3;22;104;171;NO;4;B
15800;2;27;129;199;NO;5;A
15801;2;15;77;109;NO;2;C
15802;3;33;188;248;NO;4;B
15803;3;25;85;161;NO;4;B
15804;1;29;122;223;NO;0;C
15805;1;20;53;38;NO;0;C
15806;2;14;61;55;NO;1;C
15807;2;19;76;135;NO;3;B
15808;5;28;148;242;NO;5;B
15809;2;9;37;31;NO;1;C
15810;2;15;80;168;NO;3;B
15811;1;8;19;42;NO;1;C
15812;1;9;31;63;NO;0;C
15813;1;7;23;19;NO;0;C
15814;1;8;21;21;NO;2;C
15815;2;21;89;80;NO;2;C
15816;2;8;28;30;NO;1;C
15817;1;24;74;68;NO;2;C
15818;2;28;94;75;NO;2;B
15819;3;16;47;45;NO;3;C
15820;2;11;37;36;NO;0;C
15821;2;10;14;2;NO;0;C
15822;1;14;38;40;NO;0;C
15823;1;11;29;35;NO;1;C
15824;1;6;8;1;NO;0;C
15825;2;22;109;143;NO;2;B
15826;1;8;22;14;NO;0;C
15827;2;23;67;49;NO;3;C
15828;1;17;48;63;NO;3;C
15829;1;17;47;27;NO;0;C
15830;2;9;14;10;NO;0;C
15831;1;14;40;55;NO;1;C
15832;2;10;22;35;NO;0;C
15833;1;6;23;29;NO;1;C
15834;1;17;53;95;NO;2;C
15835;2;16;83;148;NO;2;B
15836;1;19;57;114;NO;1;C
15837;2;25;67;52;NO;2;C
15838;1;8;20;29;NO;0;C
15839;3;14;71;93;NO;3;C
15840;3;28;109;136;NO;4;B
15841;2;17;40;25;NO;1;C
15842;2;15;58;155;NO;4;B
15843;1;10;36;49;NO;0;C
15844;3;19;103;187;NO;1;B
15845;3;19;89;107;NO;3;C
15846;2;9;35;140;NO;6;B
15847;3;29;169;407;NO;5;B
15848;1;11;51;61;NO;0;C
15849;1;18;51;32;NO;0;C
15850;3;23;109;222;NO;3;B
15851;2;13;37;29;NO;1;C
15852;2;25;96;68;NO;2;B
15853;1;2;3;4;NO;0;C
15854;1;10;21;36;NO;0;C
15855;6;15;73;108;NO;6;B
15856;2;11;42;56;NO;1;C
15857;1;8;22;13;NO;1;C
15858;2;11;35;24;NO;0;C
15859;4;28;128;212;NO;3;B
15860;2;20;47;34;NO;1;C
15861;2;14;60;53;NO;1;C
15862;2;15;74;94;NO;3;C
15863;1;15;42;29;NO;0;C
15864;2;9;25;16;NO;1;C
15865;2;13;49;43;NO;1;C
15866;3;14;60;82;NO;2;C
15867;1;10;37;45;NO;2;C
15868;2;10;23;13;NO;1;C
15869;1;12;29;46;NO;0;C
15870;2;16;60;79;NO;1;C
15871;2;11;59;109;NO;1;C
15872;2;12;46;77;NO;2;C
15873;1;13;32;21;NO;1;C
15874;1;12;50;56;NO;2;C
15875;1;5;9;10;NO;0;C
15876;3;17;74;116;NO;3;C
15877;2;4;19;24;NO;2;C
15878;1;26;96;80;NO;3;C
15879;1;6;16;19;NO;1;C
15880;1;6;12;20;NO;0;C
15881;4;38;165;411;NO;7;B
15882;2;16;68;117;NO;2;C
15883;2;16;69;102;NO;6;C
15884;2;17;57;54;NO;2;C
15885;1;14;42;27;NO;1;C
15886;3;31;158;252;NO;4;B
15887;2;5;12;16;NO;0;C
15888;3;12;50;56;NO;2;C
15889;2;25;83;133;NO;1;B
15890;1;18;57;46;NO;2;C
15891;3;17;71;91;NO;3;C
15892;2;20;82;138;NO;3;B
15893;2;21;107;193;NO;2;B
15894;2;15;68;120;NO;2;C
15895;2;9;38;55;NO;1;C
15896;1;11;31;23;NO;0;C
15897;2;12;49;42;NO;1;C
15898;3;19;84;124;NO;3;C
15899;2;8;26;35;NO;3;C
15900;1;24;62;37;NO;2;C
15901;1;5;6;0;NO;0;C
15902;2;18;69;61;NO;2;C
15903;2;15;42;36;NO;1;C
15904;2;12;41;27;NO;0;C
15905;3;4;18;45;NO;2;C
15906;3;16;70;101;NO;3;C
15907;1;11;34;23;NO;1;C
15908;2;23;89;191;NO;5;B
15909;2;21;55;45;NO;1;C
15910;1;29;125;173;NO;0;C
15911;3;35;201;370;NO;7;A
15912;3;25;104;224;NO;6;B
15913;2;18;98;169;NO;1;B
15914;5;45;249;508;NO;8;A
15915;3;9;25;13;NO;0;C
15916;2;16;58;62;NO;2;C
15917;3;19;87;106;NO;1;C
15918;2;17;102;176;NO;2;B
15919;1;11;25;15;NO;1;C
15920;3;16;87;186;NO;3;B
15921;1;12;36;30;NO;0;C
15922;2;25;121;163;NO;3;A
15923;1;8;41;77;NO;0;C
15924;2;15;67;99;NO;4;C
15925;1;5;7;0;NO;0;C
15926;3;22;78;73;NO;2;C
15927;1;12;34;34;NO;0;C
15928;3;26;106;133;NO;2;B
15929;1;11;58;83;NO;1;C
15930;1;4;8;8;NO;0;C
15931;1;14;64;108;NO;2;C
15932;3;26;106;184;NO;6;B
15933;4;19;85;138;NO;3;B
15934;2;16;78;80;NO;2;C
15935;1;8;32;68;NO;2;C
15936;2;8;28;39;NO;2;C
15937;3;22;95;168;NO;4;B
15938;2;17;52;41;NO;1;C
15939;2;17;57;49;NO;2;C
15940;1;20;73;111;NO;0;C
15941;1;11;54;84;NO;1;C
15942;1;16;46;28;NO;0;C
15943;1;17;45;35;NO;0;C
15944;2;10;31;19;NO;0;C
15945;3;20;84;103;NO;3;C
15946;1;17;44;33;NO;1;C
15947;1;15;63;98;NO;3;C
15948;2;12;46;81;NO;1;C
15949;1;9;42;82;NO;1;C
15950;3;23;78;67;NO;2;C
15951;2;30;128;128;NO;5;A
15952;1;13;40;41;NO;1;C
15953;2;10;28;30;NO;1;C
15954;2;9;25;33;NO;0;C
15955;1;17;45;36;NO;0;C
15956;3;19;106;112;NO;2;B
15957;1;10;50;63;NO;1;C
15958;1;14;31;19;NO;1;C
15959;3;21;81;195;NO;6;B
15960;2;20;56;50;NO;3;C
15961;2;4;7;5;NO;1;C
15962;1;7;15;43;NO;0;C
15963;3;26;144;249;NO;3;B
15964;3;8;44;71;NO;1;C
15965;1;11;36;52;NO;0;C
15966;1;11;28;27;NO;1;C
15967;1;17;66;102;NO;2;C
15968;2;10;23;13;NO;0;C
15969;4;17;99;121;NO;3;B
15970;1;15;50;40;NO;0;C
15971;1;10;22;13;NO;0;C
15972;4;38;200;371;NO;7;B
15973;1;6;26;93;NO;1;C
15974;2;22;101;91;NO;3;B
15975;2;26;108;189;NO;3;B
15976;2;17;83;135;NO;2;B
15977;1;3;10;12;NO;0;C
15978;4;34;177;281;NO;6;B
15979;1;13;53;97;NO;1;C
15980;1;13;48;37;NO;3;C
15981;2;23;100;140;NO;0;B
15982;3;25;106;136;NO;5;B
15983;2;11;50;64;NO;1;C
15984;1;17;58;94;NO;2;C
15985;1;18;55;46;NO;2;C
15986;1;5;12;29;NO;1;C
15987;1;11;27;22;NO;0;C
15988;1;5;8;3;NO;0;C
15989;1;13;23;0;NO;0;C
15990;2;13;43;35;NO;2;C
15991;3;18;88;129;NO;2;B
15992;3;12;37;28;NO;4;C
15993;1;17;55;110;NO;1;C
15994;2;15;47;92;NO;1;C
15995;1;12;40;64;NO;0;C
15996;1;10;49;55;NO;2;C
15997;1;5;17;24;NO;1;C
15998;1;9;28;34;NO;1;C
15999;2;23;122;180;NO;3;A
16000;2;21;75;94;NO;1;C
16001;3;16;63;114;NO;1;C
16002;1;8;23;48;NO;0;C
16003;2;18;94;133;NO;3;B
16004;1;12;49;93;NO;1;C
16005;3;24;96;109;NO;3;B
16006;1;12;36;33;NO;1;C
16007;2;17;63;50;NO;3;C
16008;2;10;37;29;NO;1;C
16009;1;4;17;32;NO;1;C
16010;2;24;121;207;NO;3;A
16011;1;10;23;22;NO;0;C
16012;1;7;14;13;NO;2;C
16013;1;10;35;22;NO;0;C
16014;1;12;41;46;NO;1;C
16015;1;13;49;82;NO;1;C
16016;1;13;41;49;NO;2;C
16017;1;8;46;55;NO;0;C
16018;2;13;68;116;NO;2;C
16019;3;14;106;219;NO;4;B
16020;1;19;67;90;NO;0;C
16021;2;14;46;47;NO;0;C
16022;1;9;37;49;NO;1;C
16023;2;17;46;49;NO;0;C
16024;2;20;83;77;NO;1;C
16025;1;17;81;137;NO;3;C
16026;2;16;55;43;NO;3;C
16027;2;9;24;35;NO;1;C
16028;1;14;48;56;NO;3;C
16029;2;14;39;73;NO;1;C
16030;1;15;36;36;NO;1;C
16031;2;23;62;126;NO;2;B
16032;2;11;34;29;NO;1;C
16033;1;8;11;2;NO;0;C
16034;2;19;59;56;NO;3;C
16035;1;6;16;17;NO;1;C
16036;2;7;20;22;NO;2;C
16037;1;12;42;75;NO;1;C
16038;1;25;88;74;NO;3;C
16039;3;9;16;6;NO;0;C
16040;2;11;42;73;NO;3;C
16041;1;14;49;49;NO;1;C
16042;2;9;27;20;NO;2;C
16043;1;15;43;41;NO;1;C
16044;2;18;80;117;NO;2;C
16045;1;20;70;102;NO;1;C
16046;2;11;30;14;NO;0;C
16047;1;12;39;81;NO;1;C
16048;2;6;21;28;NO;0;C
16049;2;17;65;101;NO;1;C
16050;2;10;34;30;NO;1;C
16051;3;15;49;44;NO;1;C
16052;1;18;54;50;NO;1;C
16053;2;29;110;76;NO;2;B
16054;1;11;43;87;NO;2;C
16055;1;25;99;165;NO;3;C
16056;2;14;67;117;NO;3;C
16057;2;9;40;48;NO;0;C
16058;1;19;67;90;NO;1;C
16059;4;18;81;84;NO;4;B
16060;1;28;118;121;NO;0;C
16061;1;17;46;42;NO;1;C
16062;1;6;23;18;NO;1;C
16063;2;16;68;123;NO;6;C
16064;1;23;76;72;NO;3;C
16065;1;8;26;50;NO;0;C
16066;1;9;28;34;NO;2;C
16067;2;15;51;74;NO;2;C
16068;4;11;72;107;NO;3;B
16069;3;11;74;120;NO;2;C
16070;1;9;18;16;NO;0;C
16071;1;6;14;6;NO;0;C
16072;3;16;72;88;NO;5;C
16073;2;8;25;23;NO;2;C
16074;1;10;38;32;NO;1;C
16075;1;13;54;57;NO;2;C
16076;2;7;31;35;NO;1;C
16077;2;11;48;59;NO;1;C
16078;4;22;87;79;NO;5;B
16079;1;10;46;40;NO;2;C
16080;1;7;15;14;NO;0;C
16081;1;9;40;66;NO;1;C
16082;2;9;21;19;NO;1;C
16083;3;20;88;107;NO;6;C
16084;1;20;65;87;NO;2;C
16085;1;12;34;27;NO;1;C
16086;3;20;73;56;NO;2;C
16087;1;15;44;49;NO;1;C
16088;3;14;59;84;NO;2;C
16089;1;12;27;16;NO;0;C
16090;1;8;23;50;NO;1;C
16091;2;13;29;32;NO;0;C
16092;3;24;101;107;NO;2;B
16093;2;20;100;144;NO;1;B
16094;4;30;158;299;NO;7;B
16095;1;10;25;36;NO;1;C
16096;2;20;90;145;NO;4;B
16097;1;6;13;16;NO;0;C
16098;3;15;36;37;NO;8;C
16099;3;23;110;195;NO;4;B
16100;3;16;60;79;NO;5;C
16101;2;8;22;29;NO;1;C
16102;2;4;13;10;NO;1;C
16103;2;8;29;26;NO;1;C
16104;1;14;55;40;NO;0;C
16105;2;13;46;48;NO;1;C
16106;2;15;53;45;NO;1;C
16107;2;26;84;81;NO;1;C
16108;1;28;82;73;NO;2;C
16109;1;4;8;11;NO;0;C
16110;1;9;19;9;NO;0;C
16111;2;21;81;107;NO;3;C
16112;1;8;18;35;NO;0;C
16113;2;14;46;34;NO;2;C
16114;2;22;76;78;NO;1;C
16115;1;20;51;41;NO;2;C
16116;3;23;100;86;NO;3;B
16117;2;7;25;44;NO;4;C
16118;2;15;68;88;NO;0;C
16119;2;12;41;27;NO;1;C
16120;1;7;34;41;NO;1;C
16121;1;13;45;41;NO;0;C
16122;2;25;97;110;NO;4;B
16123;1;5;22;18;NO;1;C
16124;3;20;85;144;NO;3;B
16125;1;12;59;123;NO;3;C
16126;1;13;39;35;NO;1;C
16127;2;11;39;82;NO;2;C
16128;2;10;39;47;NO;1;C
16129;1;14;50;94;NO;2;C
16130;2;17;48;75;NO;1;C
16131;2;12;39;76;NO;2;C
16132;2;19;72;115;NO;3;C
16133;1;11;45;58;NO;1;C
16134;2;7;11;17;NO;2;C
16135;2;14;62;129;NO;3;B
16136;3;21;101;160;NO;2;B
16137;3;37;214;346;NO;7;A
16138;2;16;81;136;NO;4;B
16139;3;10;43;73;NO;3;C
16140;3;11;43;89;NO;2;C
16141;1;14;46;68;NO;2;C
16142;1;10;32;52;NO;1;C
16143;1;7;16;21;NO;0;C
16144;1;11;56;99;NO;2;C
16145;1;7;22;37;NO;0;C
16146;2;8;30;62;NO;2;C
16147;1;5;9;6;NO;0;C
16148;2;5;17;17;NO;0;C
16149;2;8;21;18;NO;2;C
16150;4;8;16;7;NO;3;B
16151;2;19;64;61;NO;2;C
16152;4;15;68;541;NO;2;B
16153;1;13;36;30;NO;1;C
16154;1;9;26;25;NO;0;C
16155;4;26;132;210;NO;3;B
16156;1;15;51;92;NO;1;C
16157;1;14;46;38;NO;1;C
16158;3;30;150;228;NO;6;B
16159;3;11;21;18;NO;2;C
16160;2;25;99;147;NO;3;B
16161;3;17;87;156;NO;3;B
16162;2;22;77;118;NO;4;C
16163;2;19;74;102;NO;1;C
16164;3;19;64;57;NO;3;C
16165;3;24;88;105;NO;3;C
16166;3;19;93;102;NO;5;B
16167;4;18;65;69;NO;10;B
16168;2;13;36;35;NO;1;C
16169;1;10;51;93;NO;1;C
16170;1;14;51;83;NO;2;C
16171;3;27;100;162;NO;5;B
16172;1;24;76;75;NO;3;C
16173;3;18;71;108;NO;2;C
16174;2;25;86;182;NO;4;B
16175;3;13;60;137;NO;7;B
16176;3;26;101;85;NO;4;B
16177;4;22;100;210;NO;7;B
16178;1;19;56;35;NO;6;C
16179;3;14;53;43;NO;5;C
16180;2;27;161;301;NO;3;A
16181;3;22;104;117;NO;2;B
16182;1;7;23;19;NO;1;C
16183;2;19;79;82;NO;3;C
16184;1;11;30;25;NO;1;C
16185;4;34;163;245;NO;6;B
16186;3;28;155;217;NO;5;B
16187;3;26;128;209;NO;5;B
16188;2;22;68;55;NO;2;C
16189;2;13;77;133;NO;4;B
16190;4;36;204;323;NO;7;A
16191;1;14;47;69;NO;3;C
16192;2;15;73;104;NO;3;C
16193;2;11;74;108;NO;2;C
16194;2;20;85;153;NO;3;B
16195;3;17;37;22;NO;2;C
16196;1;11;38;33;NO;1;C
16197;3;29;146;325;NO;6;B
16198;3;30;126;195;NO;5;B
16199;8;38;253;1357;NO;12;A
16200;4;23;116;220;NO;4;B
16201;1;14;79;95;NO;3;C
16202;3;19;85;121;NO;3;C
16203;3;27;151;284;NO;6;B
16204;4;34;148;155;NO;6;B
16205;2;28;97;77;NO;0;B
16206;3;22;119;146;NO;1;B
16207;5;25;172;349;NO;3;B
16208;3;25;126;144;NO;3;B
16209;2;24;129;161;NO;2;A
16210;4;16;74;79;NO;3;B
16211;1;8;18;17;NO;1;C
16213;3;24;61;130;NO;1;B
16214;3;29;185;261;NO;1;B
16215;2;7;18;15;NO;1;C
16216;2;24;81;66;NO;1;C
16217;3;26;93;244;NO;2;B
16218;2;24;83;72;NO;0;C
16219;1;33;116;79;NO;1;A
16220;1;21;83;59;NO;1;C
16221;2;26;120;297;NO;2;A
16222;4;20;64;55;NO;4;B
16223;5;22;95;114;NO;3;B
16224;7;32;152;402;NO;7;B
16225;1;14;28;53;NO;0;C
16226;2;16;51;55;NO;2;C
16227;2;11;33;30;NO;2;C
16228;4;31;108;72;NO;3;B
16229;3;22;108;131;NO;4;B
16230;4;21;79;103;NO;3;B
16231;2;11;38;39;NO;2;C
